_id,HAT_NO,YON,DURAK_ID,DURAK_ADI,ENLEM,BOYLAM,DURAKTAN_GECEN_HATLAR
17756,559,1,23987,8. Etap,38.491073799109,27.178795880909,557-558-559-598
17757,559,2,23987,8. Etap,38.491073799109,27.178795880909,557-558-559-598
17758,598,1,23987,8. Etap,38.491073799109,27.178795880909,557-558-559-598
17759,598,2,23987,8. Etap,38.491073799109,27.178795880909,557-558-559-598
17760,598,1,23987,8. Etap,38.491073799109,27.178795880909,557-558-559-598
17761,598,2,23987,8. Etap,38.491073799109,27.178795880909,557-558-559-598
17762,744,2,23992,Ilpnar Zeytinlik,38.68286270772510,26.91616816842380,744
17763,744,1,23993,Ilpnar Zeytinlik,38.68289370811140,26.91632016717140,744
17764,229,2,23998,Yakakent Ahlat,38.50471550836850,27.07929434199360,229
17765,229,1,23999,Yakakent Ahlat,38.50463550791070,27.07912834332730,229
17766,267,2,30001,Bornova Metro,38.45839084950320,27.21417088278570,267
17767,267,1,30001,Bornova Metro,38.45839084950320,27.21417088278570,267
17768,505,2,30002,Bornova Metro,38.45840832496750,27.21434989577210,505
17769,505,1,30002,Bornova Metro,38.45840832496750,27.21434989577210,505
17770,568,2,30003,Bornova Metro,38.45849066716520,27.21446105835430,568
17771,568,1,30003,Bornova Metro,38.45849066716520,27.21446105835430,568
17772,59,1,30004,Bornova Metro,38.45848184462580,27.21432089028410,59-570
17773,59,2,30004,Bornova Metro,38.45848184462580,27.21432089028410,59-570
17774,570,2,30004,Bornova Metro,38.45848184462580,27.21432089028410,59-570
17775,570,1,30004,Bornova Metro,38.45848184462580,27.21432089028410,59-570
17776,119,2,30005,Bornova Metro,38.45847368553980,27.21419559101710,119-498
17777,119,1,30005,Bornova Metro,38.45847368553980,27.21419559101710,119-498
17778,498,1,30005,Bornova Metro,38.45847368553980,27.21419559101710,119-498
17779,498,2,30005,Bornova Metro,38.45847368553980,27.21419559101710,119-498
17780,328,1,30006,Bornova Metro,38.45844103942890,27.21392719853590,328
17781,328,2,30006,Bornova Metro,38.45844103942890,27.21392719853590,328
17782,565,2,30007,Bornova Metro,38.45853947523590,27.21385125450530,565-566
17783,565,1,30007,Bornova Metro,38.45853947523590,27.21385125450530,565-566
17784,566,2,30007,Bornova Metro,38.45853947523590,27.21385125450530,565-566
17785,566,1,30007,Bornova Metro,38.45853947523590,27.21385125450530,565-566
17786,313,2,30008,Bornova Metro,38.45854698519760,27.21399518509320,313
17787,313,1,30008,Bornova Metro,38.45854698519760,27.21399518509320,313
17788,584,2,30009,Bornova Metro,38.45856688512420,27.21418378444460,584-585
17789,584,1,30009,Bornova Metro,38.45856688512420,27.21418378444460,584-585
17790,585,2,30009,Bornova Metro,38.45856688512420,27.21418378444460,584-585
17791,585,1,30009,Bornova Metro,38.45856688512420,27.21418378444460,584-585
17792,314,2,30010,Bornova Metro,38.45858222072250,27.214346611206,314
17793,314,1,30010,Bornova Metro,38.45858222072250,27.214346611206,314
17794,368,2,30011,Bornova Metro,38.45867627276430,27.21430201371050,368
17795,368,1,30011,Bornova Metro,38.45867627276430,27.21430201371050,368
17796,358,2,30012,Bornova Metro,38.45865294145440,27.21412003799250,358
17797,358,1,30012,Bornova Metro,38.45865294145440,27.21412003799250,358
17798,268,2,30013,Bornova Metro,38.45863171726390,27.21387823307930,268
17799,268,1,30013,Bornova Metro,38.45863171726390,27.21387823307930,268
17800,533,2,30014,Bornova Metro,38.45876785487660,27.213824926173,533-558
17801,533,1,30014,Bornova Metro,38.45876785487660,27.213824926173,533-558
17802,558,2,30014,Bornova Metro,38.45876785487660,27.213824926173,533-558
17803,558,1,30014,Bornova Metro,38.45876785487660,27.213824926173,533-558
17804,204,1,30015,Bornova Metro,38.45880905017350,27.21419208612030,204-338
17805,204,2,30015,Bornova Metro,38.45880905017350,27.21419208612030,204-338
17806,338,1,30015,Bornova Metro,38.45880905017350,27.21419208612030,204-338
17807,338,2,30015,Bornova Metro,38.45880905017350,27.21419208612030,204-338
17808,800,2,30016,Bornova Metro,38.45874212831520,27.21466816684090,800
17809,800,1,30016,Bornova Metro,38.45874212831520,27.21466816684090,800
17810,390,2,30017,Bornova Metro,38.45862732365450,27.21466347923190,390
17811,390,1,30017,Bornova Metro,38.45862732365450,27.21466347923190,390
17812,53,1,30018,MTK Birinci Giri,38.4257,27.1821,53-57-58-60-64-117-302-367
17813,57,1,30018,MTK Birinci Giri,38.4257,27.1821,53-57-58-60-64-117-302-367
17814,58,1,30018,MTK Birinci Giri,38.4257,27.1821,53-57-58-60-64-117-302-367
17815,60,1,30018,MTK Birinci Giri,38.4257,27.1821,53-57-58-60-64-117-302-367
17816,64,1,30018,MTK Birinci Giri,38.4257,27.1821,53-57-58-60-64-117-302-367
17817,117,1,30018,MTK Birinci Giri,38.4257,27.1821,53-57-58-60-64-117-302-367
17818,302,1,30018,MTK Birinci Giri,38.4257,27.1821,53-57-58-60-64-117-302-367
17819,367,1,30018,MTK Birinci Giri,38.4257,27.1821,53-57-58-60-64-117-302-367
17820,53,2,30019,MTK Birinci Giri,38.4256,27.1818,53-57-58-60-64-117-302-367
17821,57,2,30019,MTK Birinci Giri,38.4256,27.1818,53-57-58-60-64-117-302-367
17822,58,2,30019,MTK Birinci Giri,38.4256,27.1818,53-57-58-60-64-117-302-367
17823,60,2,30019,MTK Birinci Giri,38.4256,27.1818,53-57-58-60-64-117-302-367
17824,64,2,30019,MTK Birinci Giri,38.4256,27.1818,53-57-58-60-64-117-302-367
17825,117,2,30019,MTK Birinci Giri,38.4256,27.1818,53-57-58-60-64-117-302-367
17826,302,2,30019,MTK Birinci Giri,38.4256,27.1818,53-57-58-60-64-117-302-367
17827,367,2,30019,MTK Birinci Giri,38.4256,27.1818,53-57-58-60-64-117-302-367
17828,53,1,30020,Meri Mahallesi eme,38.4252,27.1850,53-57-58-60-64-117-302-367
17829,57,1,30020,Meri Mahallesi eme,38.4252,27.1850,53-57-58-60-64-117-302-367
17830,58,1,30020,Meri Mahallesi eme,38.4252,27.1850,53-57-58-60-64-117-302-367
17831,60,1,30020,Meri Mahallesi eme,38.4252,27.1850,53-57-58-60-64-117-302-367
17832,64,1,30020,Meri Mahallesi eme,38.4252,27.1850,53-57-58-60-64-117-302-367
17833,117,1,30020,Meri Mahallesi eme,38.4252,27.1850,53-57-58-60-64-117-302-367
17834,302,1,30020,Meri Mahallesi eme,38.4252,27.1850,53-57-58-60-64-117-302-367
17835,367,1,30020,Meri Mahallesi eme,38.4252,27.1850,53-57-58-60-64-117-302-367
17836,53,2,30021,MTK kinci Giri,38.4251,27.1853,53-57-58-60-64-117-302-367
17837,57,2,30021,MTK kinci Giri,38.4251,27.1853,53-57-58-60-64-117-302-367
17838,58,2,30021,MTK kinci Giri,38.4251,27.1853,53-57-58-60-64-117-302-367
17839,60,2,30021,MTK kinci Giri,38.4251,27.1853,53-57-58-60-64-117-302-367
17840,64,2,30021,MTK kinci Giri,38.4251,27.1853,53-57-58-60-64-117-302-367
17841,117,2,30021,MTK kinci Giri,38.4251,27.1853,53-57-58-60-64-117-302-367
17842,302,2,30021,MTK kinci Giri,38.4251,27.1853,53-57-58-60-64-117-302-367
17843,367,2,30021,MTK kinci Giri,38.4251,27.1853,53-57-58-60-64-117-302-367
17844,53,1,30022,Evrenesolu Ortaokulu,38.4251,27.1881,53-57-58-60-64-117-302-367
17845,57,1,30022,Evrenesolu Ortaokulu,38.4251,27.1881,53-57-58-60-64-117-302-367
17846,58,1,30022,Evrenesolu Ortaokulu,38.4251,27.1881,53-57-58-60-64-117-302-367
17847,60,1,30022,Evrenesolu Ortaokulu,38.4251,27.1881,53-57-58-60-64-117-302-367
17848,64,1,30022,Evrenesolu Ortaokulu,38.4251,27.1881,53-57-58-60-64-117-302-367
17849,117,1,30022,Evrenesolu Ortaokulu,38.4251,27.1881,53-57-58-60-64-117-302-367
17850,302,1,30022,Evrenesolu Ortaokulu,38.4251,27.1881,53-57-58-60-64-117-302-367
17851,367,1,30022,Evrenesolu Ortaokulu,38.4251,27.1881,53-57-58-60-64-117-302-367
17852,53,2,30023,Evrenesolu Ortaokulu,38.4250,27.1879,53-57-58-60-64-117-302-367
17853,57,2,30023,Evrenesolu Ortaokulu,38.4250,27.1879,53-57-58-60-64-117-302-367
17854,58,2,30023,Evrenesolu Ortaokulu,38.4250,27.1879,53-57-58-60-64-117-302-367
17855,60,2,30023,Evrenesolu Ortaokulu,38.4250,27.1879,53-57-58-60-64-117-302-367
17856,64,2,30023,Evrenesolu Ortaokulu,38.4250,27.1879,53-57-58-60-64-117-302-367
17857,117,2,30023,Evrenesolu Ortaokulu,38.4250,27.1879,53-57-58-60-64-117-302-367
17858,302,2,30023,Evrenesolu Ortaokulu,38.4250,27.1879,53-57-58-60-64-117-302-367
17859,367,2,30023,Evrenesolu Ortaokulu,38.4250,27.1879,53-57-58-60-64-117-302-367
17860,53,1,30024,Kokluca Mezarl,38.4257,27.1908,53-57-60-64-117-302-367
17861,57,1,30024,Kokluca Mezarl,38.4257,27.1908,53-57-60-64-117-302-367
17862,60,1,30024,Kokluca Mezarl,38.4257,27.1908,53-57-60-64-117-302-367
17863,64,1,30024,Kokluca Mezarl,38.4257,27.1908,53-57-60-64-117-302-367
17864,117,1,30024,Kokluca Mezarl,38.4257,27.1908,53-57-60-64-117-302-367
17865,302,1,30024,Kokluca Mezarl,38.4257,27.1908,53-57-60-64-117-302-367
17866,367,1,30024,Kokluca Mezarl,38.4257,27.1908,53-57-60-64-117-302-367
17867,53,2,30025,Kokluca Mezarl,38.426073,27.192338,53-57-60-64-117-302-367
17868,57,2,30025,Kokluca Mezarl,38.426073,27.192338,53-57-60-64-117-302-367
17869,60,2,30025,Kokluca Mezarl,38.426073,27.192338,53-57-60-64-117-302-367
17870,64,2,30025,Kokluca Mezarl,38.426073,27.192338,53-57-60-64-117-302-367
17871,117,2,30025,Kokluca Mezarl,38.426073,27.192338,53-57-60-64-117-302-367
17872,302,2,30025,Kokluca Mezarl,38.426073,27.192338,53-57-60-64-117-302-367
17873,367,2,30025,Kokluca Mezarl,38.426073,27.192338,53-57-60-64-117-302-367
17874,53,1,30026,ehitler,38.4264,27.1944,53-57-60-64-117-302-367
17875,57,1,30026,ehitler,38.4264,27.1944,53-57-60-64-117-302-367
17876,60,1,30026,ehitler,38.4264,27.1944,53-57-60-64-117-302-367
17877,64,1,30026,ehitler,38.4264,27.1944,53-57-60-64-117-302-367
17878,117,1,30026,ehitler,38.4264,27.1944,53-57-60-64-117-302-367
17879,302,1,30026,ehitler,38.4264,27.1944,53-57-60-64-117-302-367
17880,367,1,30026,ehitler,38.4264,27.1944,53-57-60-64-117-302-367
17881,53,2,30027,ehitler,38.4261,27.1957,53-57-60-64-117-302-367
17882,57,2,30027,ehitler,38.4261,27.1957,53-57-60-64-117-302-367
17883,60,2,30027,ehitler,38.4261,27.1957,53-57-60-64-117-302-367
17884,64,2,30027,ehitler,38.4261,27.1957,53-57-60-64-117-302-367
17885,117,2,30027,ehitler,38.4261,27.1957,53-57-60-64-117-302-367
17886,302,2,30027,ehitler,38.4261,27.1957,53-57-60-64-117-302-367
17887,367,2,30027,ehitler,38.4261,27.1957,53-57-60-64-117-302-367
17888,53,1,30028,Havuzlu Kahve,38.4257,27.1978,53-57-60-64-117-302-367
17889,57,1,30028,Havuzlu Kahve,38.4257,27.1978,53-57-60-64-117-302-367
17890,60,1,30028,Havuzlu Kahve,38.4257,27.1978,53-57-60-64-117-302-367
17891,64,1,30028,Havuzlu Kahve,38.4257,27.1978,53-57-60-64-117-302-367
17892,117,2,30028,Havuzlu Kahve,38.4257,27.1978,53-57-60-64-117-302-367
17893,302,1,30028,Havuzlu Kahve,38.4257,27.1978,53-57-60-64-117-302-367
17894,367,1,30028,Havuzlu Kahve,38.4257,27.1978,53-57-60-64-117-302-367
17895,53,2,30029,Havuzlu Kahve,38.4257,27.1984,53-57-60-64-117-302-367
17896,57,2,30029,Havuzlu Kahve,38.4257,27.1984,53-57-60-64-117-302-367
17897,60,2,30029,Havuzlu Kahve,38.4257,27.1984,53-57-60-64-117-302-367
17898,64,2,30029,Havuzlu Kahve,38.4257,27.1984,53-57-60-64-117-302-367
17899,117,1,30029,Havuzlu Kahve,38.4257,27.1984,53-57-60-64-117-302-367
17900,302,2,30029,Havuzlu Kahve,38.4257,27.1984,53-57-60-64-117-302-367
17901,367,2,30029,Havuzlu Kahve,38.4257,27.1984,53-57-60-64-117-302-367
17902,53,1,30030,Altnda Belediyesi,38.4257,27.2007,53-57-60-64-117-302-367
17903,57,1,30030,Altnda Belediyesi,38.4257,27.2007,53-57-60-64-117-302-367
17904,60,1,30030,Altnda Belediyesi,38.4257,27.2007,53-57-60-64-117-302-367
17905,64,1,30030,Altnda Belediyesi,38.4257,27.2007,53-57-60-64-117-302-367
17906,117,1,30030,Altnda Belediyesi,38.4257,27.2007,53-57-60-64-117-302-367
17907,302,1,30030,Altnda Belediyesi,38.4257,27.2007,53-57-60-64-117-302-367
17908,367,1,30030,Altnda Belediyesi,38.4257,27.2007,53-57-60-64-117-302-367
17909,53,2,30031,Altnda Belediyesi,38.425632,27.201382,53-57-60-64-117-302-367
17910,57,2,30031,Altnda Belediyesi,38.425632,27.201382,53-57-60-64-117-302-367
17911,60,2,30031,Altnda Belediyesi,38.425632,27.201382,53-57-60-64-117-302-367
17912,64,2,30031,Altnda Belediyesi,38.425632,27.201382,53-57-60-64-117-302-367
17913,117,2,30031,Altnda Belediyesi,38.425632,27.201382,53-57-60-64-117-302-367
17914,302,2,30031,Altnda Belediyesi,38.425632,27.201382,53-57-60-64-117-302-367
17915,367,2,30031,Altnda Belediyesi,38.425632,27.201382,53-57-60-64-117-302-367
17916,53,1,30032,ehitler Ortaokulu,38.4257,27.2038,53-57-60-64-117-302-367
17917,57,1,30032,ehitler Ortaokulu,38.4257,27.2038,53-57-60-64-117-302-367
17918,60,1,30032,ehitler Ortaokulu,38.4257,27.2038,53-57-60-64-117-302-367
17919,64,1,30032,ehitler Ortaokulu,38.4257,27.2038,53-57-60-64-117-302-367
17920,117,1,30032,ehitler Ortaokulu,38.4257,27.2038,53-57-60-64-117-302-367
17921,302,1,30032,ehitler Ortaokulu,38.4257,27.2038,53-57-60-64-117-302-367
17922,367,1,30032,ehitler Ortaokulu,38.4257,27.2038,53-57-60-64-117-302-367
17923,60,1,30034,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,38.425364733530,27.207113081299,60-64-117-302-367-505
17924,64,1,30034,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,38.425364733530,27.207113081299,60-64-117-302-367-505
17925,117,1,30034,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,38.425364733530,27.207113081299,60-64-117-302-367-505
17926,302,1,30034,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,38.425364733530,27.207113081299,60-64-117-302-367-505
17927,367,1,30034,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,38.425364733530,27.207113081299,60-64-117-302-367-505
17928,505,2,30034,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,38.425364733530,27.207113081299,60-64-117-302-367-505
17929,60,2,30035,ehitler Ortaokulu,38.4256,27.2038,60-64-117-302-367
17930,64,2,30035,ehitler Ortaokulu,38.4256,27.2038,60-64-117-302-367
17931,117,2,30035,ehitler Ortaokulu,38.4256,27.2038,60-64-117-302-367
17932,302,2,30035,ehitler Ortaokulu,38.4256,27.2038,60-64-117-302-367
17933,367,2,30035,ehitler Ortaokulu,38.4256,27.2038,60-64-117-302-367
17934,60,1,30036,Egemenlik,38.42833775882460,27.213837040971,60-64-117-364-367-505-560-564
17935,64,1,30036,Egemenlik,38.42833775882460,27.213837040971,60-64-117-364-367-505-560-564
17936,117,1,30036,Egemenlik,38.42833775882460,27.213837040971,60-64-117-364-367-505-560-564
17937,364,1,30036,Egemenlik,38.42833775882460,27.213837040971,60-64-117-364-367-505-560-564
17938,367,1,30036,Egemenlik,38.42833775882460,27.213837040971,60-64-117-364-367-505-560-564
17939,505,2,30036,Egemenlik,38.42833775882460,27.213837040971,60-64-117-364-367-505-560-564
17940,560,1,30036,Egemenlik,38.42833775882460,27.213837040971,60-64-117-364-367-505-560-564
17941,564,1,30036,Egemenlik,38.42833775882460,27.213837040971,60-64-117-364-367-505-560-564
17942,60,2,30037,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,38.42523073289870,27.20701408227170,60-64-117-302-367-505
17943,64,2,30037,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,38.42523073289870,27.20701408227170,60-64-117-302-367-505
17944,117,2,30037,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,38.42523073289870,27.20701408227170,60-64-117-302-367-505
17945,302,2,30037,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,38.42523073289870,27.20701408227170,60-64-117-302-367-505
17946,367,2,30037,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,38.42523073289870,27.20701408227170,60-64-117-302-367-505
17947,505,1,30037,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,38.42523073289870,27.20701408227170,60-64-117-302-367-505
17948,60,1,30038,Koyuncu,38.430792,27.221308,60-64-117-277-364-367-505-560-564
17949,64,1,30038,Koyuncu,38.430792,27.221308,60-64-117-277-364-367-505-560-564
17950,117,1,30038,Koyuncu,38.430792,27.221308,60-64-117-277-364-367-505-560-564
17951,277,2,30038,Koyuncu,38.430792,27.221308,60-64-117-277-364-367-505-560-564
17952,364,1,30038,Koyuncu,38.430792,27.221308,60-64-117-277-364-367-505-560-564
17953,367,1,30038,Koyuncu,38.430792,27.221308,60-64-117-277-364-367-505-560-564
17954,505,2,30038,Koyuncu,38.430792,27.221308,60-64-117-277-364-367-505-560-564
17955,560,1,30038,Koyuncu,38.430792,27.221308,60-64-117-277-364-367-505-560-564
17956,564,1,30038,Koyuncu,38.430792,27.221308,60-64-117-277-364-367-505-560-564
17957,60,2,30039,Otogar Kava,38.4268,27.2111,60-64-117-302-367-505
17958,64,2,30039,Otogar Kava,38.4268,27.2111,60-64-117-302-367-505
17959,117,2,30039,Otogar Kava,38.4268,27.2111,60-64-117-302-367-505
17960,302,2,30039,Otogar Kava,38.4268,27.2111,60-64-117-302-367-505
17961,367,2,30039,Otogar Kava,38.4268,27.2111,60-64-117-302-367-505
17962,505,1,30039,Otogar Kava,38.4268,27.2111,60-64-117-302-367-505
17963,60,1,30040,Ikkent Benzinlik,38.4316,27.2263,60-64-117-277-364-367-505-560-564
17964,64,1,30040,Ikkent Benzinlik,38.4316,27.2263,60-64-117-277-364-367-505-560-564
17965,117,1,30040,Ikkent Benzinlik,38.4316,27.2263,60-64-117-277-364-367-505-560-564
17966,277,2,30040,Ikkent Benzinlik,38.4316,27.2263,60-64-117-277-364-367-505-560-564
17967,364,1,30040,Ikkent Benzinlik,38.4316,27.2263,60-64-117-277-364-367-505-560-564
17968,367,1,30040,Ikkent Benzinlik,38.4316,27.2263,60-64-117-277-364-367-505-560-564
17969,505,2,30040,Ikkent Benzinlik,38.4316,27.2263,60-64-117-277-364-367-505-560-564
17970,560,1,30040,Ikkent Benzinlik,38.4316,27.2263,60-64-117-277-364-367-505-560-564
17971,564,1,30040,Ikkent Benzinlik,38.4316,27.2263,60-64-117-277-364-367-505-560-564
17972,60,2,30041,Egemenlik,38.42784075796670,27.21409704213010,60-64-117-277-364-367-505-560-564
17973,64,2,30041,Egemenlik,38.42784075796670,27.21409704213010,60-64-117-277-364-367-505-560-564
17974,117,2,30041,Egemenlik,38.42784075796670,27.21409704213010,60-64-117-277-364-367-505-560-564
17975,277,1,30041,Egemenlik,38.42784075796670,27.21409704213010,60-64-117-277-364-367-505-560-564
17976,364,2,30041,Egemenlik,38.42784075796670,27.21409704213010,60-64-117-277-364-367-505-560-564
17977,367,2,30041,Egemenlik,38.42784075796670,27.21409704213010,60-64-117-277-364-367-505-560-564
17978,505,1,30041,Egemenlik,38.42784075796670,27.21409704213010,60-64-117-277-364-367-505-560-564
17979,560,2,30041,Egemenlik,38.42784075796670,27.21409704213010,60-64-117-277-364-367-505-560-564
17980,564,2,30041,Egemenlik,38.42784075796670,27.21409704213010,60-64-117-277-364-367-505-560-564
17981,60,1,30042,Efes,38.4353,27.2342,60-117-364-560
17982,117,1,30042,Efes,38.4353,27.2342,60-117-364-560
17983,364,1,30042,Efes,38.4353,27.2342,60-117-364-560
17984,560,1,30042,Efes,38.4353,27.2342,60-117-364-560
17985,60,2,30043,Ikkent Benzinlik,38.43,27.2192,60-64-117-277-364-367-505-560-564
17986,64,2,30043,Ikkent Benzinlik,38.43,27.2192,60-64-117-277-364-367-505-560-564
17987,117,2,30043,Ikkent Benzinlik,38.43,27.2192,60-64-117-277-364-367-505-560-564
17988,277,1,30043,Ikkent Benzinlik,38.43,27.2192,60-64-117-277-364-367-505-560-564
17989,364,2,30043,Ikkent Benzinlik,38.43,27.2192,60-64-117-277-364-367-505-560-564
17990,367,2,30043,Ikkent Benzinlik,38.43,27.2192,60-64-117-277-364-367-505-560-564
17991,505,1,30043,Ikkent Benzinlik,38.43,27.2192,60-64-117-277-364-367-505-560-564
17992,560,2,30043,Ikkent Benzinlik,38.43,27.2192,60-64-117-277-364-367-505-560-564
17993,564,2,30043,Ikkent Benzinlik,38.43,27.2192,60-64-117-277-364-367-505-560-564
17994,60,1,30044,Pnar St,38.4371,27.2398,60-117-364-560
17995,117,1,30044,Pnar St,38.4371,27.2398,60-117-364-560
17996,364,1,30044,Pnar St,38.4371,27.2398,60-117-364-560
17997,560,1,30044,Pnar St,38.4371,27.2398,60-117-364-560
17998,60,2,30045,Meta,38.4309,27.2247,60-117-364-367-505-560
17999,117,2,30045,Meta,38.4309,27.2247,60-117-364-367-505-560
18000,364,2,30045,Meta,38.4309,27.2247,60-117-364-367-505-560
18001,367,2,30045,Meta,38.4309,27.2247,60-117-364-367-505-560
18002,505,1,30045,Meta,38.4309,27.2247,60-117-364-367-505-560
18003,560,2,30045,Meta,38.4309,27.2247,60-117-364-367-505-560
18004,60,1,30046,Akasya,38.4385,27.2449,60-117-560
18005,117,1,30046,Akasya,38.4385,27.2449,60-117-560
18006,560,1,30046,Akasya,38.4385,27.2449,60-117-560
18007,60,2,30047,Ikkent Mezarlk,38.4320,27.2278,60-117-364-367-560
18008,117,2,30047,Ikkent Mezarlk,38.4320,27.2278,60-117-364-367-560
18009,364,2,30047,Ikkent Mezarlk,38.4320,27.2278,60-117-364-367-560
18010,367,2,30047,Ikkent Mezarlk,38.4320,27.2278,60-117-364-367-560
18011,560,2,30047,Ikkent Mezarlk,38.4320,27.2278,60-117-364-367-560
18012,60,1,30048,Ege Endstri,38.4389,27.2505,60-117-560
18013,117,1,30048,Ege Endstri,38.4389,27.2505,60-117-560
18014,560,1,30048,Ege Endstri,38.4389,27.2505,60-117-560
18015,60,2,30049,Tuborg,38.4351,27.2346,60-117-364-560
18016,117,2,30049,Tuborg,38.4351,27.2346,60-117-364-560
18017,364,2,30049,Tuborg,38.4351,27.2346,60-117-364-560
18018,560,2,30049,Tuborg,38.4351,27.2346,60-117-364-560
18019,117,1,30050,BMC,38.43911290295460,27.25350382578840,117
18020,60,2,30051,Pnar St,38.437104,27.240903,60-117-364-560
18021,117,2,30051,Pnar St,38.437104,27.240903,60-117-364-560
18022,364,2,30051,Pnar St,38.437104,27.240903,60-117-364-560
18023,560,2,30051,Pnar St,38.437104,27.240903,60-117-364-560
18024,117,1,30052,Beko,38.4406,27.2666,117
18025,60,2,30053,Etap,38.4381,27.2445,60-117-560
18026,117,2,30053,Etap,38.4381,27.2445,60-117-560
18027,560,2,30053,Etap,38.4381,27.2445,60-117-560
18028,117,1,30054,Mezarlk,38.4426,27.2779,117-317
18029,317,1,30054,Mezarlk,38.4426,27.2779,117-317
18030,60,2,30055,Ege Endstri,38.4387,27.2499,60-117-560
18031,117,2,30055,Ege Endstri,38.4387,27.2499,60-117-560
18032,560,2,30055,Ege Endstri,38.4387,27.2499,60-117-560
18033,117,1,30056,Beinci Sanayi,38.441429,27.270675,117-317
18034,317,1,30056,Beinci Sanayi,38.441429,27.270675,117-317
18035,60,2,30057,BMC,38.438854,27.253387,60-117-560
18036,117,2,30057,BMC,38.438854,27.253387,60-117-560
18037,560,2,30057,BMC,38.438854,27.253387,60-117-560
18038,117,1,30058,Jandarma,38.4462,27.2893,117-317
18039,317,1,30058,Jandarma,38.4462,27.2893,117-317
18040,117,2,30059,Arelik,38.4404,27.2661,117
18041,117,1,30060,Defne,38.4489,27.2940,117-317
18042,317,1,30060,Defne,38.4489,27.2940,117-317
18043,117,2,30061,Beinci Sanayi,38.4414,27.2710,117-317
18044,317,2,30061,Beinci Sanayi,38.4414,27.2710,117-317
18045,60,1,30062,Otogar Kava,38.427026,27.210893,60-64-117-367-505
18046,64,1,30062,Otogar Kava,38.427026,27.210893,60-64-117-367-505
18047,117,1,30062,Otogar Kava,38.427026,27.210893,60-64-117-367-505
18048,367,1,30062,Otogar Kava,38.427026,27.210893,60-64-117-367-505
18049,505,2,30062,Otogar Kava,38.427026,27.210893,60-64-117-367-505
18050,117,2,30063,Mezarlk,38.442524,27.278345,117-317
18051,317,2,30063,Mezarlk,38.442524,27.278345,117-317
18052,117,2,30065,Jandarma,38.4455,27.2888,117-317
18053,317,2,30065,Jandarma,38.4455,27.2888,117-317
18054,117,2,30067,Defne,38.448618,27.294255,117-317
18055,317,2,30067,Defne,38.448618,27.294255,117-317
18056,117,1,30068,Jant Fabrikas,38.4398,27.2616,117
18057,117,2,30069,Jant Fabrikas,38.4396,27.2620,117
18058,313,2,30073,Tulumba Mevki,38.479957,27.246372,313
18059,313,1,30074,Tulumba Mevki,38.480090,27.246334,313
18060,313,1,30075,Yeni Mezarlk,38.486457,27.257214,313
18061,313,2,30075,Yeni Mezarlk,38.486457,27.257214,313
18062,117,1,30082,Beinci Sanayi Giri,38.443714,27.283494,117-317
18063,317,1,30082,Beinci Sanayi Giri,38.443714,27.283494,117-317
18064,117,2,30083,Beinci Sanayi Giri,38.4433,27.2833,117-317
18065,317,2,30083,Beinci Sanayi Giri,38.4433,27.2833,117-317
18066,290,1,30101,Yeni Kent,38.4470,27.1790,290-602-608-660-800-963
18067,602,1,30101,Yeni Kent,38.4470,27.1790,290-602-608-660-800-963
18068,608,1,30101,Yeni Kent,38.4470,27.1790,290-602-608-660-800-963
18069,660,1,30101,Yeni Kent,38.4470,27.1790,290-602-608-660-800-963
18070,800,1,30101,Yeni Kent,38.4470,27.1790,290-602-608-660-800-963
18071,963,2,30101,Yeni Kent,38.4470,27.1790,290-602-608-660-800-963
18072,290,2,30102,Yeni Kent,38.4478,27.1798,290-602-608-660-800-963
18073,602,2,30102,Yeni Kent,38.4478,27.1798,290-602-608-660-800-963
18074,608,2,30102,Yeni Kent,38.4478,27.1798,290-602-608-660-800-963
18075,660,2,30102,Yeni Kent,38.4478,27.1798,290-602-608-660-800-963
18076,800,2,30102,Yeni Kent,38.4478,27.1798,290-602-608-660-800-963
18077,963,1,30102,Yeni Kent,38.4478,27.1798,290-602-608-660-800-963
18078,168,1,30108,Benzinlik,38.4495,27.1841,168-290-602-608-660-800
18079,290,2,30108,Benzinlik,38.4495,27.1841,168-290-602-608-660-800
18080,602,2,30108,Benzinlik,38.4495,27.1841,168-290-602-608-660-800
18081,608,2,30108,Benzinlik,38.4495,27.1841,168-290-602-608-660-800
18082,660,2,30108,Benzinlik,38.4495,27.1841,168-290-602-608-660-800
18083,800,2,30108,Benzinlik,38.4495,27.1841,168-290-602-608-660-800
18084,168,1,30110,Hayat Aac,38.45110075218790,27.188300045955,168-290-602-608-660-800
18085,290,2,30110,Hayat Aac,38.45110075218790,27.188300045955,168-290-602-608-660-800
